"codigo","TUSS","TUSSxRol","procedimento","RN","Vigencia","OD","AMB","HCO","HSO","PAC","DUT","subgrupo","grupo","capitulo"
40801080,"RX - Maxilar inferior","SIM","RADIOGRAFIA DE MANDÍBULA/MAXILA",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40801098,"RX - Ossos da face","SIM","RADIOGRAFIA DE OSSOS DA FACE",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40801101,"RX - Arcos zigomáticos ou malar ou apófises estilóides","SIM","RADIOGRAFIA DE ARCOS ZIGOMÁTICOS OU MALAR OU APÓFISES ESTILÓIDES",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40801110,"RX - Articulação temporomandibular - bilateral","SIM","RADIOGRAFIA DE ARTICULAÇÃO TEMPOROMANDIBULAR",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40801128,"RX - Adenóides ou cavum","SIM","RADIOGRAFIA DE ADENÓIDES OU CAVUM",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40801136,"RX - Panorâmica de mandíbula (ortopantomografia)","SIM","RADIOGRAFIA PANORÂMICA DE MANDÍBULA/MAXILA (ORTOPANTOMOGRAFIA)",NA,NA,"OD","AMB","HCO","HSO",NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40801144,"RX - Teleperfil em cefalostato - sem traçado","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40801152,"RX - Teleperfil em cefalostato - com traçado","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40801160,"RX - Arcada dentária (por arcada)","SIM","RADIOGRAFIA DE MANDÍBULA/MAXILA",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40801160,"RX - Arcada dentária (por arcada)","SIM","RADIOGRAFIA INTERPROXIMAL - BITE-WING",NA,NA,"OD",NA,NA,NA,NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40801179,"RX - Radiografia peri-apical","SIM","RADIOGRAFIA PERIAPICAL",NA,NA,"OD",NA,NA,NA,NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40801187,"RX - Radiografia oclusal","SIM","RADIOGRAFIA OCLUSAL",NA,NA,"OD",NA,NA,NA,NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40801195,"RX - Planigrafia linear de crânio ou sela túrcica ou face ou mastóide","SIM","PLANIGRAFIA LINEAR DE CRÂNIO OU SELA TÚRCICA OU FACE OU MASTÓIDE",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40801209,"RX - Incidência adicional de crânio ou face","SIM","RADIOGRAFIA DE CRÂNIO",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40802019,"RX - Coluna cervical - 3 incidências","SIM","RADIOGRAFIA DE COLUNA CERVICAL",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40802027,"RX - Coluna cervical - 5 incidências","SIM","RADIOGRAFIA DE COLUNA CERVICAL",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40802035,"RX - Coluna dorsal - 2 incidências","SIM","RADIOGRAFIA DE COLUNA DORSAL",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40802043,"RX - Coluna dorsal - 4 incidências","SIM","RADIOGRAFIA DE COLUNA DORSAL",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40802051,"RX - Coluna lombo-sacra - 3 incidências","SIM","RADIOGRAFIA DE COLUNA LOMBO-SACRA",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40802060,"RX - Coluna lombo-sacra - 5 incidências","SIM","RADIOGRAFIA DE COLUNA LOMBO-SACRA",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40802078,"RX - Sacro-coccix","SIM","RADIOGRAFIA DE SACRO-COCCIX",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40802086,"RX - Coluna dorso-lombar para escoliose","SIM","RADIOGRAFIA DE COLUNA DORSO-LOMBAR",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40802094,"RX - Coluna total para escoliose (telespondilografia)","SIM","RADIOGRAFIA DE COLUNA TOTAL (TELESPONDILOGRAFIA)",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40802108,"RX - Planigrafia de coluna vertebral (dois planos)","SIM","PLANIGRAFIA DE COLUNA VERTEBRAL",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40802116,"RX - Incidência adicional de coluna","SIM","RADIOGRAFIA DE COLUNA CERVICAL",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40802116,"RX - Incidência adicional de coluna","SIM","RADIOGRAFIA DE COLUNA DORSAL",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40802116,"RX - Incidência adicional de coluna","SIM","RADIOGRAFIA DE COLUNA LOMBO-SACRA",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40803015,"RX - Esterno","SIM","RADIOGRAFIA DE ESTERNO",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40803023,"RX - Articulação esternoclavicular","SIM","RADIOGRAFIA DE ARTICULAÇÃO ESTERNOCLAVICULAR",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40803031,"RX - Costelas - por hemitórax","SIM","RADIOGRAFIA DE COSTELAS",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40803040,"RX - Clavícula","SIM","RADIOGRAFIA DE CLAVÍCULA",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40803058,"RX - Omoplata ou escápula","SIM","RADIOGRAFIA DE ESCÁPULA",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40803066,"RX - Articulação acromioclavicular","SIM","RADIOGRAFIA DE ARTICULAÇÃO ACROMIOCLAVICULAR",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40803074,"RX - Articulação escapuloumeral (ombro)","SIM","RADIOGRAFIA DE ARTICULAÇÃO ESCAPULOUMERAL (OMBRO)",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40803082,"RX - Braço","SIM","RADIOGRAFIA DE BRAÇO",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40803090,"RX - Cotovelo","SIM","RADIOGRAFIA DE COTOVELO",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40803104,"RX - Antebraço","SIM","RADIOGRAFIA DE ANTEBRAÇO",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40803112,"RX - Punho","SIM","RADIOGRAFIA DE PUNHO",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40803120,"RX - Mão ou quirodáctilo","SIM","RADIOGRAFIA DE MÃO OU QUIRODÁCTILO",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40803139,"RX - Mãos e punhos para idade óssea","SIM","RADIOGRAFIA DE MÃOS E PUNHOS PARA IDADE ÓSSEA",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40803147,"RX - Incidência adicional de membro superior","SIM","RADIOGRAFIA DE ANTEBRAÇO",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40803147,"RX - Incidência adicional de membro superior","SIM","RADIOGRAFIA DE BRAÇO",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40803155,"RX - Escafóide","SIM","RADIOGRAFIA DE ANTEBRAÇO",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40804011,"RX - Bacia","SIM","RADIOGRAFIA DE BACIA",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40804020,"RX - Articulações sacroilíacas","SIM","RADIOGRAFIA DE ARTICULAÇÕES SACROILÍACAS",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40804038,"RX - Articulação coxofemoral (quadril)","SIM","RADIOGRAFIA DE ARTICULAÇÃO COXOFEMORAL (QUADRIL)",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40804046,"RX - Coxa","SIM","RADIOGRAFIA DE COXA",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40804054,"RX - Joelho","SIM","RADIOGRAFIA DE JOELHO",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40804062,"RX - Patela","SIM","RADIOGRAFIA DE PATELA",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40804070,"RX - Perna","SIM","RADIOGRAFIA DE PERNA",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40804089,"RX - Articulação tibiotársica (tornozelo)","SIM","RADIOGRAFIA DE ARTICULAÇÃO TIBIOTÁRSICA (TORNOZELO)",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40804097,"RX - Pé ou pododáctilo","SIM","RADIOGRAFIA DE PÉ OU PODODÁCTILO",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40804100,"RX - Calcâneo","SIM","RADIOGRAFIA DE CALCÂNEO",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40804119,"RX - Escanometria","SIM","ESCANOMETRIA",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40804127,"RX - Panorâmica dos membros inferiores","SIM","RADIOGRAFIA PANORÂMICA DOS MEMBROS INFERIORES",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40804135,"RX - Incidência adicional de membro inferior","SIM","RADIOGRAFIA DE COXA",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40804135,"RX - Incidência adicional de membro inferior","SIM","RADIOGRAFIA DE JOELHO",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40804135,"RX - Incidência adicional de membro inferior","SIM","RADIOGRAFIA DE PERNA",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40805018,"RX - Tórax - 1 incidência","SIM","RADIOGRAFIA DE TÓRAX",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40805026,"RX - Tórax - 2 incidências","SIM","RADIOGRAFIA DE TÓRAX",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40805034,"RX - Tórax - 3 incidências","SIM","RADIOGRAFIA DE TÓRAX",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40805042,"RX - Tórax - 4 incidências","SIM","RADIOGRAFIA DE TÓRAX",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40805050,"RX - Coração e vasos da base","SIM","RADIOGRAFIA DE CORAÇÃO E VASOS DA BASE",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40805069,"RX - Planigrafia de tórax, mediastino ou laringe","SIM","PLANIGRAFIA DE TÓRAX, MEDIASTINO OU LARINGE",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40805077,"RX - Laringe ou hipofaringe ou pescoço (partes moles)","SIM","RADIOGRAFIA DE LARINGE OU HIPOFARINGE OU PESCOÇO (PARTES MOLES)",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40805085,"RX - Abreugrafia 100 mm","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40805093,"RX - Abreugrafia 35 ou 70 mm","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40806014,"RX - Deglutograma","SIM","DEGLUTOGRAMA OU VIDEODEGLUTOGRAMA",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40806022,"RX - Videodeglutograma","SIM","DEGLUTOGRAMA OU VIDEODEGLUTOGRAMA",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40806030,"RX - Esôfago","SIM","RADIOGRAFIA DE ESÔFAGO",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40806049,"RX - Estômago e duodeno","SIM","RADIOGRAFIA DE ESTÔMAGO E DUODENO",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40806057,"RX - Esôfago - hiato - estômago e duodeno","SIM","RADIOGRAFIA DE ESÔFAGO - HIATO - ESTÔMAGO E DUODENO",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40806065,"RX - Trânsito e morfologia do delgado","SIM","TRÂNSITO E MORFOLOGIA DO APARELHO DIGESTIVO",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40806073,"RX - Estudo do delgado com duplo contraste","SIM","ESTUDO DO DELGADO COM DUPLO CONTRASTE",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40806081,"RX - Clister ou enema opaco (duplo contraste)","SIM","CLISTER OU ENEMA OPACO (DUPLO CONTRASTE)",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40806090,"RX - Defecograma","SIM","DEFECOGRAMA",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40806103,"RX - Colangiografia intra-operatória","SIM","COLANGIOGRAFIA INTRA-OPERATÓRIA",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40806111,"RX - Colangiografia pós-operatória (pelo dreno)","SIM","COLANGIOGRAFIA PÓS-OPERATÓRIA (PELO DRENO)",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40806120,"RX - Colangiografia pré-operatória","SIM","COLANGIOGRAFIA TRANSCUTÂNEA",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40806138,"RX - Colangiografia venosa","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40806146,"RX - Colangiografia venosa com tomografias","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40806154,"RX - Colecistograma oral","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40806162,"RX - Colecistograma oral com prova motora","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40806170,"RX - Duodenografia hipotônica","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40806189,"RX - Trânsito colônico","SIM","TRÂNSITO E MORFOLOGIA DO APARELHO DIGESTIVO",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40806197,"RX - Colangiografia endoscópica","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40806200,"RX - Videodefecograma","SIM","TRÂNSITO E MORFOLOGIA DO APARELHO DIGESTIVO",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40806219,"RX - Videodefecograma com manometria anorretal","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40807010,"RX - Urografia venosa com bexiga pré e pós-miccional","SIM","UROGRAFIA VENOSA COM BEXIGA PRÉ E PÓS-MICCIONAL",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40807029,"RX - Pielografia ascendente","SIM","PIELOGRAFIA ASCENDENTE",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40807037,"RX - Urografia venosa minutada 1-2-3","SIM","UROGRAFIA VENOSA MINUTADA 1-2-3",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40807045,"RX - Urografia venosa com nefrotomografia","SIM","UROGRAFIA VENOSA COM NEFROTOMOGRAFIA",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40807053,"RX - Uretrocistografia de adulto","SIM","URETROCISTOGRAFIA",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40807061,"RX - Uretrocistografia de criança (até 12 anos)","SIM","URETROCISTOGRAFIA",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40807070,"RX - Tomografia renal sem contraste","SIM","TOMOGRAFIA RENAL",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
